Date,Site,Transect,Distance,Spp.,Height (m),Seedling?,Species Counts,morphology
8/24/2011,ANAO N,1,9.6,EURE,1.9,,24,tree
8/24/2011,ANAO N,2,31.1,EURE,5,,24,tree
8/24/2011,ANAO N,2,23,EURE,1.5,,24,tree
8/24/2011,ANAO N,2,40.5,EURE,2,,24,tree
8/24/2011,ANAO N,2,32.1,EURE,6,,24,tree
8/24/2011,ANAO N,2,23.3,EURE,0.5,,24,tree
8/24/2011,ANAO N,2,17.6,EURE,6,,24,tree
8/25/2011,NBLAS,1,36.3,EURE,,1,23,tree
8/25/2011,NBLAS,1,3.7,EURE,,1,23,tree
8/25/2011,NBLAS,2,37.9,EURE,,1,23,tree
8/25/2011,NBLAS,2,18.1,EURE,,1,23,tree
8/25/2011,NBLAS,2,17.4,EURE,,1,23,tree
8/25/2011,NBLAS,2,12.2,EURE,,1,23,tree
8/25/2011,NBLAS,2,11.1,EURE,,1,23,tree
8/25/2011,NBLAS,2,10.5,EURE,,1,23,tree
8/25/2011,NBLAS,2,9.7,EURE,,1,23,tree
8/25/2011,NBLAS,2,8,EURE,,1,23,tree
8/25/2011,NBLAS,2,13.2,EURE,,2,23,tree
8/25/2011,NBLAS,1,4.2,EURE,,3,23,tree
8/25/2011,NBLAS,2,19,EURE,,5,23,tree
8/25/2011,NBLAS,1,43.8,EURE,1.7,,23,tree
8/25/2011,NBLAS,1,43.1,EURE,0.1,,23,tree
8/25/2011,NBLAS,1,42.3,EURE,0.5,,23,tree
8/25/2011,NBLAS,1,36.4,EURE,2.1,,23,tree
8/25/2011,NBLAS,1,6.1,EURE,0.2,,23,tree
8/25/2011,NBLAS,1,3.8,EURE,1.3,,23,tree
8/25/2011,NBLAS,2,38.8,EURE,0.4,,23,tree
8/25/2011,NBLAS,2,19,EURE,2,,23,tree
8/25/2011,NBLAS,2,17.8,EURE,2,,23,tree
8/25/2011,NBLAS,2,14,EURE,0.8,,23,tree
11/3/2011,NW FIELD,1,44.3,EURE,1.8,,3,tree
11/3/2011,NW FIELD,2,0.5,EURE,3,,3,tree
11/3/2011,NW FIELD,2,45.3,EURE,3.3,,3,tree
11-Jul,RACETRACK,1,32,EURE,,1,188,tree
11-Jul,RACETRACK,1,30.4,EURE,,1,188,tree
11-Jul,RACETRACK,1,30,EURE,,1,188,tree
11-Jul,RACETRACK,1,23.4,EURE,,1,188,tree
11-Jul,RACETRACK,1,16.1,EURE,,1,188,tree
11-Jul,RACETRACK,1,14.8,EURE,,1,188,tree
11-Jul,RACETRACK,1,14.2,EURE,,1,188,tree
11-Jul,RACETRACK,1,14,EURE,,1,188,tree
11-Jul,RACETRACK,1,10,EURE,,1,188,tree
11-Jul,RACETRACK,1,9.7,EURE,,1,188,tree
11-Jul,RACETRACK,1,9.4,EURE,,1,188,tree
11-Jul,RACETRACK,2,49.3,EURE,,1,188,tree
11-Jul,RACETRACK,2,45,EURE,,1,188,tree
11-Jul,RACETRACK,2,43.7,EURE,,1,188,tree
11-Jul,RACETRACK,2,42.8,EURE,,1,188,tree
11-Jul,RACETRACK,2,38.5,EURE,,1,188,tree
11-Jul,RACETRACK,2,38,EURE,,1,188,tree
11-Jul,RACETRACK,2,37.3,EURE,,1,188,tree
11-Jul,RACETRACK,2,37,EURE,,1,188,tree
11-Jul,RACETRACK,2,36.9,EURE,,1,188,tree
11-Jul,RACETRACK,2,34.6,EURE,,1,188,tree
11-Jul,RACETRACK,2,34.4,EURE,,1,188,tree
11-Jul,RACETRACK,2,33.7,EURE,,1,188,tree
11-Jul,RACETRACK,2,32.2,EURE,,1,188,tree
11-Jul,RACETRACK,2,30.4,EURE,,1,188,tree
11-Jul,RACETRACK,2,29,EURE,,1,188,tree
11-Jul,RACETRACK,2,28.7,EURE,,1,188,tree
11-Jul,RACETRACK,2,24.6,EURE,,1,188,tree
11-Jul,RACETRACK,2,24.2,EURE,,1,188,tree
11-Jul,RACETRACK,2,24.1,EURE,,1,188,tree
11-Jul,RACETRACK,2,17.3,EURE,,1,188,tree
11-Jul,RACETRACK,2,4.2,EURE,,1,188,tree
11-Jul,RACETRACK,2,3.7,EURE,,1,188,tree
11-Jul,RACETRACK,1,28,EURE,,2,188,tree
11-Jul,RACETRACK,1,26,EURE,,2,188,tree
11-Jul,RACETRACK,1,25,EURE,,2,188,tree
11-Jul,RACETRACK,1,24,EURE,,2,188,tree
11-Jul,RACETRACK,1,21,EURE,,2,188,tree
11-Jul,RACETRACK,1,20,EURE,,2,188,tree
11-Jul,RACETRACK,1,11.8,EURE,,2,188,tree
11-Jul,RACETRACK,1,8,EURE,,2,188,tree
11-Jul,RACETRACK,1,7,EURE,,2,188,tree
11-Jul,RACETRACK,1,6,EURE,,2,188,tree
11-Jul,RACETRACK,1,2.9,EURE,,2,188,tree
11-Jul,RACETRACK,2,44,EURE,,2,188,tree
11-Jul,RACETRACK,2,43.9,EURE,,2,188,tree
11-Jul,RACETRACK,2,42,EURE,,2,188,tree
11-Jul,RACETRACK,2,41,EURE,,2,188,tree
11-Jul,RACETRACK,2,39.3,EURE,,2,188,tree
11-Jul,RACETRACK,2,39.1,EURE,,2,188,tree
11-Jul,RACETRACK,2,30.7,EURE,,2,188,tree
11-Jul,RACETRACK,2,29.8,EURE,,2,188,tree
11-Jul,RACETRACK,2,17,EURE,,2,188,tree
11-Jul,RACETRACK,2,16,EURE,,2,188,tree
11-Jul,RACETRACK,2,14.8,EURE,,2,188,tree
11-Jul,RACETRACK,2,11,EURE,,2,188,tree
11-Jul,RACETRACK,2,10,EURE,,2,188,tree
11-Jul,RACETRACK,2,2.1,EURE,,2,188,tree
11-Jul,RACETRACK,1,29,EURE,,3,188,tree
11-Jul,RACETRACK,1,26,EURE,,3,188,tree
11-Jul,RACETRACK,1,13,EURE,,3,188,tree
11-Jul,RACETRACK,1,12,EURE,,3,188,tree
11-Jul,RACETRACK,1,7,EURE,,3,188,tree
11-Jul,RACETRACK,1,5,EURE,,3,188,tree
11-Jul,RACETRACK,1,5,EURE,,3,188,tree
11-Jul,RACETRACK,1,4,EURE,,3,188,tree
11-Jul,RACETRACK,1,1,EURE,,3,188,tree
11-Jul,RACETRACK,2,24.9,EURE,,3,188,tree
11-Jul,RACETRACK,2,23,EURE,,3,188,tree
11-Jul,RACETRACK,2,20,EURE,,3,188,tree
11-Jul,RACETRACK,2,13,EURE,,3,188,tree
11-Jul,RACETRACK,2,12,EURE,,3,188,tree
11-Jul,RACETRACK,2,7,EURE,,3,188,tree
11-Jul,RACETRACK,2,5,EURE,,3,188,tree
11-Jul,RACETRACK,1,6,EURE,,4,188,tree
11-Jul,RACETRACK,1,4,EURE,,4,188,tree
11-Jul,RACETRACK,1,3,EURE,,4,188,tree
11-Jul,RACETRACK,1,0,EURE,,4,188,tree
11-Jul,RACETRACK,2,38.3,EURE,,4,188,tree
11-Jul,RACETRACK,2,23,EURE,,4,188,tree
11-Jul,RACETRACK,2,22,EURE,,4,188,tree
11-Jul,RACETRACK,2,21,EURE,,4,188,tree
11-Jul,RACETRACK,2,20,EURE,,4,188,tree
11-Jul,RACETRACK,2,19,EURE,,4,188,tree
11-Jul,RACETRACK,2,14,EURE,,4,188,tree
11-Jul,RACETRACK,2,10,EURE,,4,188,tree
11-Jul,RACETRACK,2,8,EURE,,4,188,tree
11-Jul,RACETRACK,2,7,EURE,,4,188,tree
11-Jul,RACETRACK,1,9,EURE,,5,188,tree
11-Jul,RACETRACK,1,8,EURE,,5,188,tree
11-Jul,RACETRACK,2,25,EURE,,5,188,tree
11-Jul,RACETRACK,2,22,EURE,,5,188,tree
11-Jul,RACETRACK,2,21,EURE,,5,188,tree
11-Jul,RACETRACK,2,18,EURE,,5,188,tree
11-Jul,RACETRACK,2,9,EURE,,5,188,tree
11-Jul,RACETRACK,2,9,EURE,,5,188,tree
11-Jul,RACETRACK,2,8,EURE,,5,188,tree
11-Jul,RACETRACK,1,2,EURE,,6,188,tree
11-Jul,RACETRACK,1,1,EURE,,6,188,tree
11-Jul,RACETRACK,2,19,EURE,,6,188,tree
11-Jul,RACETRACK,1,24.9,EURE,4,,188,tree
11-Jul,RACETRACK,1,33.5,EURE,5,,188,tree
11-Jul,RACETRACK,1,38,EURE,1.8,,188,tree
11-Jul,RACETRACK,1,31.5,EURE,2.2,,188,tree
11-Jul,RACETRACK,1,31.1,EURE,2.8,,188,tree
11-Jul,RACETRACK,1,30.3,EURE,5.2,,188,tree
11-Jul,RACETRACK,1,29.3,EURE,0.4,,188,tree
11-Jul,RACETRACK,1,29.5,EURE,0.2,,188,tree
11-Jul,RACETRACK,1,27.7,EURE,0.4,,188,tree
11-Jul,RACETRACK,1,24.6,EURE,0.4,,188,tree
11-Jul,RACETRACK,1,24.4,EURE,0.4,,188,tree
11-Jul,RACETRACK,1,12.6,EURE,0.2,,188,tree
11-Jul,RACETRACK,1,12.3,EURE,0.3,,188,tree
11-Jul,RACETRACK,1,8.2,EURE,1.5,,188,tree
11-Jul,RACETRACK,1,7.4,EURE,1.3,,188,tree
11-Jul,RACETRACK,1,7,EURE,5.8,,188,tree
11-Jul,RACETRACK,1,5.5,EURE,1.1,,188,tree
11-Jul,RACETRACK,1,5.4,EURE,0.5,,188,tree
11-Jul,RACETRACK,1,4.4,EURE,1.1,,188,tree
11-Jul,RACETRACK,1,4.4,EURE,0.6,,188,tree
11-Jul,RACETRACK,1,4.3,EURE,1,,188,tree
11-Jul,RACETRACK,1,4,EURE,2.5,,188,tree
11-Jul,RACETRACK,1,2.2,EURE,3.1,,188,tree
11-Jul,RACETRACK,1,1.9,EURE,4.3,,188,tree
11-Jul,RACETRACK,1,1.1,EURE,5.5,,188,tree
11-Jul,RACETRACK,1,0.8,EURE,5.9,,188,tree
11-Jul,RACETRACK,1,0.6,EURE,3.9,,188,tree
11-Jul,RACETRACK,2,2.6,EURE,3.9,,188,tree
11-Jul,RACETRACK,2,2.3,EURE,3.8,,188,tree
11-Jul,RACETRACK,2,48.4,EURE,5.1,,188,tree
11-Jul,RACETRACK,2,45.5,EURE,3.7,,188,tree
11-Jul,RACETRACK,2,43.5,EURE,5,,188,tree
11-Jul,RACETRACK,2,38,EURE,2.9,,188,tree
11-Jul,RACETRACK,2,38.6,EURE,1.6,,188,tree
11-Jul,RACETRACK,2,46.9,EURE,4.7,,188,tree
11-Jul,RACETRACK,2,15.8,EURE,5.1,,188,tree
11-Jul,RACETRACK,2,48.9,EURE,0.3,,188,tree
11-Jul,RACETRACK,2,45.5,EURE,0.6,,188,tree
11-Jul,RACETRACK,2,41.4,EURE,3.6,,188,tree
11-Jul,RACETRACK,2,40,EURE,0.2,,188,tree
11-Jul,RACETRACK,2,40,EURE,0.6,,188,tree
11-Jul,RACETRACK,2,38.7,EURE,0.3,,188,tree
11-Jul,RACETRACK,2,38.4,EURE,0.6,,188,tree
11-Jul,RACETRACK,2,37.6,EURE,0.3,,188,tree
11-Jul,RACETRACK,2,37.2,EURE,0.3,,188,tree
11-Jul,RACETRACK,2,37.2,EURE,1.1,,188,tree
11-Jul,RACETRACK,2,36.5,EURE,3,,188,tree
11-Jul,RACETRACK,2,36.1,EURE,4.2,,188,tree
11-Jul,RACETRACK,2,35.5,EURE,0.4,,188,tree
11-Jul,RACETRACK,2,34.3,EURE,5.1,,188,tree
11-Jul,RACETRACK,2,29.3,EURE,2.9,,188,tree
11-Jul,RACETRACK,2,29,EURE,5,,188,tree
11-Jul,RACETRACK,2,28.5,EURE,4.8,,188,tree
11-Jul,RACETRACK,2,25.8,EURE,4.5,,188,tree
11-Jul,RACETRACK,2,23.6,EURE,2,,188,tree
11-Jul,RACETRACK,2,22.4,EURE,2.3,,188,tree
11-Jul,RACETRACK,2,21.8,EURE,3.8,,188,tree
11-Jul,RACETRACK,2,21,EURE,0.5,,188,tree
11-Jul,RACETRACK,2,20.4,EURE,0.4,,188,tree
11-Jul,RACETRACK,2,19.7,EURE,0.1,,188,tree
11-Jul,RACETRACK,2,19.2,EURE,5,,188,tree
11-Jul,RACETRACK,2,17.7,EURE,3.2,,188,tree
11-Jul,RACETRACK,2,17,EURE,3.1,,188,tree
11-Jul,RACETRACK,2,17,EURE,3.8,,188,tree
11-Jul,RACETRACK,2,16.4,EURE,0.9,,188,tree
11-Jul,RACETRACK,2,15.5,EURE,1,,188,tree
11-Jul,RACETRACK,2,15.1,EURE,0.2,,188,tree
11-Jul,RACETRACK,2,14.3,EURE,0.6,,188,tree
11-Jul,RACETRACK,2,11.2,EURE,4.7,,188,tree
11-Jul,RACETRACK,2,10.4,EURE,4.5,,188,tree
11-Jul,RACETRACK,2,9.5,EURE,5.1,,188,tree
11-Jul,RACETRACK,2,9,EURE,6,,188,tree
11-Jul,RACETRACK,2,8.7,EURE,6.5,,188,tree
11-Jul,RACETRACK,2,8.1,EURE,5.2,,188,tree
11-Jul,RACETRACK,2,7.7,EURE,5,,188,tree
11-Jul,RACETRACK,2,7,EURE,4.8,,188,tree
11-Jul,RACETRACK,2,6.4,EURE,1,,188,tree
11-Jul,RACETRACK,2,5.9,EURE,1.2,,188,tree
11-Jul,RACETRACK,2,5.5,EURE,5,,188,tree
11-Jul,RACETRACK,2,4.7,EURE,4.8,,188,tree
11-Jul,RACETRACK,2,3.7,EURE,4.8,,188,tree
11-Jul,RACETRACK,2,2.8,EURE,4.6,,188,tree
11-Jul,RACETRACK,2,2.7,EURE,2.7,,188,tree
11-Jul,RACETRACK,2,1.5,EURE,3.8,,188,tree
11-Jul,RACETRACK,2,0.7,EURE,3.8,,188,tree
11-Jul,RACETRACK,2,0.6,EURE,3.8,,188,tree
11-Jul,RACETRACK,2,0.3,EURE,3.8,,188,tree
11-Jul,RACETRACK,2,0.2,EURE,3.8,,188,tree
11-Jul,RITD GATE,1,42.8,EURE,,1,1,tree
11-Jul,RITD GRID,2,16.7,EURE,,1,4,tree
11-Jul,RITD GRID,2,1.7,EURE,,1,4,tree
11-Jul,RITD GRID,2,1.3,EURE,,9,4,tree
11-Jul,RITD GRID,1,11.4,EURE,6.5,,4,tree
9/8/2011,SBLAS,2,20.7,EURE,0.6,,1,tree
9/1/2011,TANGISON,1,32.1,EURE,,1,60,tree
9/1/2011,TANGISON,1,22.5,EURE,,1,60,tree
9/1/2011,TANGISON,1,21.7,EURE,,1,60,tree
9/1/2011,TANGISON,1,9.7,EURE,,1,60,tree
9/1/2011,TANGISON,1,7.7,EURE,,1,60,tree
9/1/2011,TANGISON,1,1.1,EURE,,1,60,tree
9/1/2011,TANGISON,1,0,EURE,,1,60,tree
9/1/2011,TANGISON,2,44.6,EURE,,1,60,tree
9/1/2011,TANGISON,2,43.6,EURE,,1,60,tree
9/1/2011,TANGISON,2,42.5,EURE,,1,60,tree
9/1/2011,TANGISON,2,37.2,EURE,,1,60,tree
9/1/2011,TANGISON,2,30.1,EURE,,1,60,tree
9/1/2011,TANGISON,2,29.7,EURE,,1,60,tree
9/1/2011,TANGISON,2,27.7,EURE,,1,60,tree
9/1/2011,TANGISON,2,21.3,EURE,,1,60,tree
9/1/2011,TANGISON,2,17.1,EURE,,1,60,tree
9/1/2011,TANGISON,2,16.1,EURE,,1,60,tree
9/1/2011,TANGISON,2,15,EURE,,1,60,tree
9/1/2011,TANGISON,2,9.4,EURE,,1,60,tree
9/1/2011,TANGISON,2,7,EURE,,1,60,tree
9/1/2011,TANGISON,2,6.9,EURE,,1,60,tree
9/1/2011,TANGISON,2,6.5,EURE,,1,60,tree
9/1/2011,TANGISON,2,6.5,EURE,,1,60,tree
9/1/2011,TANGISON,1,1,EURE,,2,60,tree
9/1/2011,TANGISON,2,18.4,EURE,,2,60,tree
9/1/2011,TANGISON,1,7.7,EURE,9,,60,tree
9/1/2011,TANGISON,1,18.8,EURE,7.2,,60,tree
9/1/2011,TANGISON,1,15.7,EURE,7,,60,tree
9/1/2011,TANGISON,1,28.6,EURE,7.1,,60,tree
9/1/2011,TANGISON,1,47,EURE,6,,60,tree
9/1/2011,TANGISON,1,37.3,EURE,6.2,,60,tree
9/1/2011,TANGISON,1,46.2,EURE,0.4,,60,tree
9/1/2011,TANGISON,1,44.4,EURE,1.8,,60,tree
9/1/2011,TANGISON,1,38.7,EURE,0.6,,60,tree
9/1/2011,TANGISON,1,38.3,EURE,0.4,,60,tree
9/1/2011,TANGISON,1,33.4,EURE,0.4,,60,tree
9/1/2011,TANGISON,1,33,EURE,0.2,,60,tree
9/1/2011,TANGISON,1,32.3,EURE,0.5,,60,tree
9/1/2011,TANGISON,1,32.2,EURE,0.7,,60,tree
9/1/2011,TANGISON,1,30.9,EURE,0.4,,60,tree
9/1/2011,TANGISON,1,30.4,EURE,0.3,,60,tree
9/1/2011,TANGISON,1,30.2,EURE,0.4,,60,tree
9/1/2011,TANGISON,1,29,EURE,0.3,,60,tree
9/1/2011,TANGISON,1,26.9,EURE,0.6,,60,tree
9/1/2011,TANGISON,1,20,EURE,1.1,,60,tree
9/1/2011,TANGISON,1,16.5,EURE,0.4,,60,tree
9/1/2011,TANGISON,1,15.4,EURE,2.7,,60,tree
9/1/2011,TANGISON,1,15.3,EURE,2.4,,60,tree
9/1/2011,TANGISON,1,11.9,EURE,1,,60,tree
9/1/2011,TANGISON,1,11.3,EURE,0.4,,60,tree
9/1/2011,TANGISON,2,12.7,EURE,1,,60,tree
9/1/2011,TANGISON,2,44.4,EURE,0.3,,60,tree
9/1/2011,TANGISON,2,30,EURE,9.1,,60,tree
9/1/2011,TANGISON,2,22.8,EURE,0.3,,60,tree
9/1/2011,TANGISON,2,18.7,EURE,0.3,,60,tree
9/1/2011,TANGISON,2,18.3,EURE,0.2,,60,tree
9/1/2011,TANGISON,2,11.7,EURE,0.4,,60,tree
9/1/2011,TANGISON,2,6.7,EURE,1,,60,tree
8/25/2011,NBLAS,1,9,EUTH,7.2,,2,tree
8/25/2011,NBLAS,1,7,EUTH,0.4,,2,tree
11/3/2011,NW FIELD,1,28.5,EUTH,3.2,,2,tree
11/3/2011,NW FIELD,1,2.4,EUTH,5,,2,tree
11-Jul,RACETRACK,1,18.3,EUTH,6.5,,2,tree
11-Jul,RACETRACK,1,3.5,EUTH,6.1,,2,tree
9/8/2011,SBLAS,1,25.9,EUTH,5.1,,1,tree
7/19/2011,SWITCHBACKS,2,49,EUTH,8,,1,tree
10/6/2011,TARTOP,1,23.3,EUTH,5.8,,1,tree
11/3/2011,NW FIELD,1,21.4,FIPR,6.9,,2,tree
11/3/2011,NW FIELD,1,42.4,FIPR,4.2,,2,tree
7/19/2011,RITD GATE,2,49.8,FIPR,8,,3,tree
7/19/2011,RITD GATE,2,48.7,FIPR,7.2,,3,tree
7/19/2011,RITD GATE,2,37.3,FIPR,,,3,tree
9/8/2011,SBLAS,1,22.5,FIPR,,,1,tree
10/6/2011,TARTOP,2,41,FIPR,,3,7,tree
10/6/2011,TARTOP,1,35.7,FIPR root,,,7,tree
10/6/2011,TARTOP,1,50,FIPR roots,,,7,tree
10/6/2011,TARTOP,1,49,FIPR roots,,,7,tree
10/6/2011,TARTOP,1,32.3,FIPR roots,,,7,tree
10/6/2011,TARTOP,1,27.3,FIPR roots,,,7,tree
10/6/2011,TARTOP,1,16,FIPR roots,,,7,tree
11/3/2011,NW FIELD,1,46,FITI,4.2,,1,tree
11-Jul,RITD GATE,1,24,FITI,,,1,tree
10/5/2011,AAFB GOLF,1,27.9,FLIN,,1,6,vine
10/5/2011,AAFB GOLF,1,9.2,FLIN,,1,6,vine
10/5/2011,AAFB GOLF,2,39.8,FLIN,,1,6,vine
10/5/2011,AAFB GOLF,2,28.7,FLIN,,1,6,vine
10/5/2011,AAFB GOLF,2,10.3,FLIN,,1,6,vine
10/5/2011,AAFB GOLF,1,31.1,FLIN,0.1,,6,vine
8/24/2011,ANAO N,1,46.5,FLIN,,1,70,vine
8/24/2011,ANAO N,1,30,FLIN,,1,70,vine
8/24/2011,ANAO N,1,17.5,FLIN,,1,70,vine
8/24/2011,ANAO N,1,15.9,FLIN,,1,70,vine
8/24/2011,ANAO N,1,15.3,FLIN,,1,70,vine
8/24/2011,ANAO N,1,14.8,FLIN,,1,70,vine
8/24/2011,ANAO N,1,6.3,FLIN,,1,70,vine
8/24/2011,ANAO N,1,5.6,FLIN,,1,70,vine
8/24/2011,ANAO N,2,38.2,FLIN,,1,70,vine
8/24/2011,ANAO N,2,35.2,FLIN,,1,70,vine
8/24/2011,ANAO N,2,32.2,FLIN,,1,70,vine
8/24/2011,ANAO N,2,30.3,FLIN,,1,70,vine
8/24/2011,ANAO N,2,29.5,FLIN,,1,70,vine
8/24/2011,ANAO N,2,28.3,FLIN,,1,70,vine
8/24/2011,ANAO N,2,27.5,FLIN,,1,70,vine
8/24/2011,ANAO N,2,24.4,FLIN,,1,70,vine
8/24/2011,ANAO N,2,20.6,FLIN,,1,70,vine
8/24/2011,ANAO N,2,14.4,FLIN,,1,70,vine
8/24/2011,ANAO N,2,13.1,FLIN,,1,70,vine
8/24/2011,ANAO N,2,11,FLIN,,1,70,vine
8/24/2011,ANAO N,2,10.3,FLIN,,1,70,vine
8/24/2011,ANAO N,2,9.7,FLIN,,1,70,vine
8/24/2011,ANAO N,2,4.5,FLIN,,1,70,vine
8/24/2011,ANAO N,1,19,FLIN,,2,70,vine
8/24/2011,ANAO N,1,18,FLIN,,2,70,vine
8/24/2011,ANAO N,1,14.8,FLIN,,2,70,vine
8/24/2011,ANAO N,1,13.6,FLIN,,2,70,vine
8/24/2011,ANAO N,1,12,FLIN,,2,70,vine
8/24/2011,ANAO N,1,10.1,FLIN,,2,70,vine
8/24/2011,ANAO N,1,0,FLIN,,2,70,vine
8/24/2011,ANAO N,2,28.5,FLIN,,2,70,vine
8/24/2011,ANAO N,1,19,FLIN,,3,70,vine
8/24/2011,ANAO N,1,13,FLIN,,3,70,vine
8/24/2011,ANAO N,1,12,FLIN,,3,70,vine
8/24/2011,ANAO N,1,11,FLIN,,3,70,vine
8/24/2011,ANAO N,1,2.1,FLIN,,3,70,vine
8/24/2011,ANAO N,1,1,FLIN,,3,70,vine
8/24/2011,ANAO N,2,22.6,FLIN,,3,70,vine
8/24/2011,ANAO N,1,13.1,FLIN,,4,70,vine
8/24/2011,ANAO N,1,7.7,FLIN,,4,70,vine
8/24/2011,ANAO N,1,3.6,FLIN,,4,70,vine
8/24/2011,ANAO N,1,2,FLIN,,4,70,vine
8/24/2011,ANAO N,1,1,FLIN,,4,70,vine
8/24/2011,ANAO N,1,48.1,FLIN,0.1,,70,vine
8/24/2011,ANAO N,1,16.2,FLIN,0.4,,70,vine
8/24/2011,ANAO N,1,15.9,FLIN,0.5,,70,vine
8/24/2011,ANAO N,1,4.1,FLIN,,,70,vine
8/24/2011,ANAO N,2,45.6,FLIN,0.3,,70,vine
8/24/2011,ANAO N,2,39.8,FLIN,0.2,,70,vine
8/24/2011,ANAO N,2,34.7,FLIN,0.3,,70,vine
8/24/2011,ANAO N,2,33.1,FLIN,0.3,,70,vine
8/24/2011,ANAO N,2,31.9,FLIN,0.3,,70,vine
8/24/2011,ANAO N,2,28.3,FLIN,0.3,,70,vine
8/24/2011,ANAO N,2,27,FLIN,,,70,vine
8/24/2011,ANAO N,2,26.7,FLIN,0.3,,70,vine
8/24/2011,ANAO N,2,26.7,FLIN,0.3,,70,vine
8/24/2011,ANAO N,2,26.7,FLIN,0.3,,70,vine
8/24/2011,ANAO N,2,26,FLIN,0.2,,70,vine
8/24/2011,ANAO N,2,25.3,FLIN,,,70,vine
8/24/2011,ANAO N,2,24.4,FLIN,0.6,,70,vine
8/24/2011,ANAO N,2,23.2,FLIN,,,70,vine
8/24/2011,ANAO N,2,22.3,FLIN,0.3,,70,vine
8/24/2011,ANAO N,2,21.4,FLIN,0.3,,70,vine
8/24/2011,ANAO N,2,20.2,FLIN,0.2,,70,vine
8/24/2011,ANAO N,2,17.6,FLIN,0.2,,70,vine
8/24/2011,ANAO N,2,13.6,FLIN,0.8,,70,vine
8/24/2011,ANAO N,2,13.6,FLIN,0.8,,70,vine
8/24/2011,ANAO N,2,13.1,FLIN,1.2,,70,vine
8/24/2011,ANAO N,2,4.3,FLIN,0.4,,70,vine
8/24/2011,ANAO N,2,3.5,FLIN,0.3,,70,vine
7/27/2011,ANAO S,1,8.4,FLIN,,1,49,vine
7/27/2011,ANAO S,1,7.2,FLIN,,1,49,vine
7/27/2011,ANAO S,1,6.1,FLIN,,1,49,vine
7/27/2011,ANAO S,2,43.8,FLIN,,1,49,vine
7/27/2011,ANAO S,2,42.9,FLIN,,1,49,vine
7/27/2011,ANAO S,2,27.9,FLIN,,1,49,vine
7/27/2011,ANAO S,2,42.3,FLIN,,2,49,vine
7/27/2011,ANAO S,2,42,FLIN,,2,49,vine
7/27/2011,ANAO S,2,39.1,FLIN,,2,49,vine
7/27/2011,ANAO S,2,23.2,FLIN,,2,49,vine
7/27/2011,ANAO S,2,42.5,FLIN,,3,49,vine
7/27/2011,ANAO S,2,42,FLIN,,3,49,vine
7/27/2011,ANAO S,2,41.5,FLIN,,3,49,vine
7/27/2011,ANAO S,1,6,FLIN,,4,49,vine
7/27/2011,ANAO S,1,5,FLIN,,4,49,vine
7/27/2011,ANAO S,1,1,FLIN,,4,49,vine
7/27/2011,ANAO S,1,1,FLIN,,4,49,vine
7/27/2011,ANAO S,1,2,FLIN,,5,49,vine
7/27/2011,ANAO S,1,0,FLIN,,5,49,vine
7/27/2011,ANAO S,2,41,FLIN,,5,49,vine
7/27/2011,ANAO S,2,40,FLIN,,5,49,vine
7/27/2011,ANAO S,1,4,FLIN,,9,49,vine
7/27/2011,ANAO S,1,3,FLIN,,9,49,vine
7/27/2011,ANAO S,1,2,FLIN,,9,49,vine
7/27/2011,ANAO S,1,3,FLIN,,10,49,vine
7/27/2011,ANAO S,1,4,FLIN,,15,49,vine
7/27/2011,ANAO S,1,5,FLIN,,16,49,vine
7/27/2011,ANAO S,1,34.1,FLIN,0.2,,49,vine
7/27/2011,ANAO S,1,34.1,FLIN,0.2,,49,vine
7/27/2011,ANAO S,1,12,FLIN,0.2,,49,vine
7/27/2011,ANAO S,1,9.1,FLIN,0.2,,49,vine
7/27/2011,ANAO S,1,6.1,FLIN,0.2,,49,vine
7/27/2011,ANAO S,1,6,FLIN,0.2,,49,vine
7/27/2011,ANAO S,2,43.4,FLIN,0.2,,49,vine
7/27/2011,ANAO S,2,43.2,FLIN,0.2,,49,vine
7/27/2011,ANAO S,2,43.2,FLIN,0.2,,49,vine
7/27/2011,ANAO S,2,42.5,FLIN,0.1,,49,vine
7/27/2011,ANAO S,2,42.2,FLIN,0.2,,49,vine
7/27/2011,ANAO S,2,41.4,FLIN,0.4,,49,vine
7/27/2011,ANAO S,2,32.3,FLIN,0.3,,49,vine
7/27/2011,ANAO S,2,32.1,FLIN,0.3,,49,vine
7/27/2011,ANAO S,2,31.7,FLIN,0.3,,49,vine
7/27/2011,ANAO S,2,31.7,FLIN,0.4,,49,vine
7/27/2011,ANAO S,2,31.5,FLIN,0.5,,49,vine
7/27/2011,ANAO S,2,31.2,FLIN,0.2,,49,vine
7/27/2011,ANAO S,2,30.4,FLIN,1,,49,vine
7/27/2011,ANAO S,2,27.5,FLIN,0.4,,49,vine
7/27/2011,ANAO S,2,26.8,FLIN,0.3,,49,vine
7/27/2011,ANAO S,2,26.5,FLIN,1.2,,49,vine
7/26/2011,GW,1,45.3,FLIN,,1,174,vine
7/26/2011,GW,1,43.5,FLIN,,1,174,vine
7/26/2011,GW,1,42,FLIN,,1,174,vine
7/26/2011,GW,1,39.8,FLIN,,1,174,vine
7/26/2011,GW,1,34.2,FLIN,,1,174,vine
7/26/2011,GW,1,33.5,FLIN,,1,174,vine
7/26/2011,GW,1,33.1,FLIN,,1,174,vine
7/26/2011,GW,1,32.7,FLIN,,1,174,vine
