Date,Site,Transect,Distance,Spp.,Height (m),DBH (cm),Seedling?,Herbivory?,Epiphytes,Species Counts,
Jul-11,RACETRACK,2,4.2,EURE,,,1,,,188,
Jul-11,RACETRACK,2,3.7,EURE,,,1,,,188,
Jul-11,RACETRACK,1,28,EURE,,,2,,,188,
Jul-11,RACETRACK,1,26,EURE,,,2,,,188,
Jul-11,RACETRACK,1,25,EURE,,,2,,,188,
Jul-11,RACETRACK,1,24,EURE,,,2,,,188,
Jul-11,RACETRACK,1,21,EURE,,,2,,,188,
Jul-11,RACETRACK,1,20,EURE,,,2,,,188,
Jul-11,RACETRACK,1,11.8,EURE,,,2,,,188,
Jul-11,RACETRACK,1,8,EURE,,,2,,,188,
Jul-11,RACETRACK,1,7,EURE,,,2,,,188,
Jul-11,RACETRACK,1,6,EURE,,,2,,,188,
Jul-11,RACETRACK,1,2.9,EURE,,,2,,,188,
Jul-11,RACETRACK,2,44,EURE,,,2,,,188,
Jul-11,RACETRACK,2,43.9,EURE,,,2,,,188,
Jul-11,RACETRACK,2,42,EURE,,,2,,,188,
Jul-11,RACETRACK,2,41,EURE,,,2,,,188,
Jul-11,RACETRACK,2,39.3,EURE,,,2,,,188,
Jul-11,RACETRACK,2,39.1,EURE,,,2,,,188,
Jul-11,RACETRACK,2,30.7,EURE,,,2,,,188,
Jul-11,RACETRACK,2,29.8,EURE,,,2,,,188,
Jul-11,RACETRACK,2,17,EURE,,,2,,,188,
Jul-11,RACETRACK,2,16,EURE,,,2,,,188,
Jul-11,RACETRACK,2,14.8,EURE,,,2,,,188,
Jul-11,RACETRACK,2,11,EURE,,,2,,,188,
Jul-11,RACETRACK,2,10,EURE,,,2,,,188,
Jul-11,RACETRACK,2,2.1,EURE,,,2,,,188,
Jul-11,RACETRACK,1,29,EURE,,,3,,,188,
Jul-11,RACETRACK,1,26,EURE,,,3,,,188,
Jul-11,RACETRACK,1,13,EURE,,,3,,,188,
Jul-11,RACETRACK,1,12,EURE,,,3,,,188,
Jul-11,RACETRACK,1,7,EURE,,,3,,,188,
Jul-11,RACETRACK,1,5,EURE,,,3,,,188,
Jul-11,RACETRACK,1,5,EURE,,,3,,,188,
Jul-11,RACETRACK,1,4,EURE,,,3,,,188,
Jul-11,RACETRACK,1,1,EURE,,,3,,,188,
Jul-11,RACETRACK,2,24.9,EURE,,,3,,,188,
Jul-11,RACETRACK,2,23,EURE,,,3,,,188,
Jul-11,RACETRACK,2,20,EURE,,,3,,,188,
Jul-11,RACETRACK,2,13,EURE,,,3,,,188,
Jul-11,RACETRACK,2,12,EURE,,,3,,,188,
Jul-11,RACETRACK,2,7,EURE,,,3,,,188,
Jul-11,RACETRACK,2,5,EURE,,,3,,,188,
Jul-11,RACETRACK,1,6,EURE,,,4,,,188,
Jul-11,RACETRACK,1,4,EURE,,,4,,,188,
Jul-11,RACETRACK,1,3,EURE,,,4,,,188,
Jul-11,RACETRACK,1,0,EURE,,,4,,,188,
Jul-11,RACETRACK,2,38.3,EURE,,,4,,,188,
Jul-11,RACETRACK,2,23,EURE,,,4,,,188,
Jul-11,RACETRACK,2,22,EURE,,,4,,,188,
Jul-11,RACETRACK,2,21,EURE,,,4,,,188,
Jul-11,RACETRACK,2,20,EURE,,,4,,,188,
Jul-11,RACETRACK,2,19,EURE,,,4,,,188,
Jul-11,RACETRACK,2,14,EURE,,,4,,,188,
Jul-11,RACETRACK,2,10,EURE,,,4,,,188,
Jul-11,RACETRACK,2,8,EURE,,,4,,,188,
Jul-11,RACETRACK,2,7,EURE,,,4,,,188,
Jul-11,RACETRACK,1,9,EURE,,,5,,,188,
Jul-11,RACETRACK,1,8,EURE,,,5,,,188,
Jul-11,RACETRACK,2,25,EURE,,,5,,,188,
Jul-11,RACETRACK,2,22,EURE,,,5,,,188,
Jul-11,RACETRACK,2,21,EURE,,,5,,,188,
Jul-11,RACETRACK,2,18,EURE,,,5,,,188,
Jul-11,RACETRACK,2,9,EURE,,,5,,,188,
Jul-11,RACETRACK,2,9,EURE,,,5,,,188,
Jul-11,RACETRACK,2,8,EURE,,,5,,,188,
Jul-11,RACETRACK,1,2,EURE,,,6,,,188,
Jul-11,RACETRACK,1,1,EURE,,,6,,,188,
Jul-11,RACETRACK,2,19,EURE,,,6,,,188,251
Jul-11,RACETRACK,1,24.9,EURE,4,,,,Asplenium nidus,188,
Jul-11,RACETRACK,1,33.5,EURE,5,,,,FLIN,188,
Jul-11,RACETRACK,1,38,EURE,1.8,,,,FLIN (half dead),188,
Jul-11,RACETRACK,1,31.5,EURE,2.2,,,,,188,
Jul-11,RACETRACK,1,31.1,EURE,2.8,,,,,188,
Jul-11,RACETRACK,1,30.3,EURE,5.2,,,,,188,
Jul-11,RACETRACK,1,29.3,EURE,0.4,,,,,188,
Jul-11,RACETRACK,1,29.5,EURE,0.2,,,,,188,
Jul-11,RACETRACK,1,27.7,EURE,0.4,,,,,188,
Jul-11,RACETRACK,1,24.6,EURE,0.4,,,,,188,
Jul-11,RACETRACK,1,24.4,EURE,0.4,,,,,188,
Jul-11,RACETRACK,1,12.6,EURE,0.2,,,,,188,
Jul-11,RACETRACK,1,12.3,EURE,0.3,,,,,188,
Jul-11,RACETRACK,1,8.2,EURE,1.5,,,,,188,
Jul-11,RACETRACK,1,7.4,EURE,1.3,,,,,188,
Jul-11,RACETRACK,1,7,EURE,5.8,,,,,188,
Jul-11,RACETRACK,1,5.5,EURE,1.1,,,,,188,
Jul-11,RACETRACK,1,5.4,EURE,0.5,,,,,188,
Jul-11,RACETRACK,1,4.4,EURE,1.1,,,,,188,
Jul-11,RACETRACK,1,4.4,EURE,0.6,,,,,188,
Jul-11,RACETRACK,1,4.3,EURE,1,,,,,188,
Jul-11,RACETRACK,1,4,EURE,2.5,,,,,188,
Jul-11,RACETRACK,1,2.2,EURE,3.1,,,,,188,
Jul-11,RACETRACK,1,1.9,EURE,4.3,,,,,188,
Jul-11,RACETRACK,1,1.1,EURE,5.5,,,,,188,
Jul-11,RACETRACK,1,0.8,EURE,5.9,,,,,188,
Jul-11,RACETRACK,1,0.6,EURE,3.9,,,,,188,
Jul-11,RACETRACK,2,2.6,EURE,3.9,,,,FLIN,188,
Jul-11,RACETRACK,2,2.3,EURE,3.8,,,,FLIN,188,
Jul-11,RACETRACK,2,48.4,EURE,5.1,,,,Jasminum,188,
Jul-11,RACETRACK,2,45.5,EURE,3.7,,,,Jasminum,188,
Jul-11,RACETRACK,2,43.5,EURE,5,,,,Jasminum,188,
Jul-11,RACETRACK,2,38,EURE,2.9,,,,Jasminum,188,
Jul-11,RACETRACK,2,38.6,EURE,1.6,,,,PASU,188,
Jul-11,RACETRACK,2,46.9,EURE,4.7,,,,"PASU, FLIN",188,
Jul-11,RACETRACK,2,15.8,EURE,5.1,,,,"Pyrrosia, dead vines",188,
Jul-11,RACETRACK,2,48.9,EURE,0.3,,,,,188,
Jul-11,RACETRACK,2,45.5,EURE,0.6,,,,,188,
Jul-11,RACETRACK,2,41.4,EURE,3.6,,,,,188,
Jul-11,RACETRACK,2,40,EURE,0.2,,,,,188,
Jul-11,RACETRACK,2,40,EURE,0.6,,,,,188,
Jul-11,RACETRACK,2,38.7,EURE,0.3,,,,,188,
Jul-11,RACETRACK,2,38.4,EURE,0.6,,,,,188,
Jul-11,RACETRACK,2,37.6,EURE,0.3,,,,,188,
Jul-11,RACETRACK,2,37.2,EURE,0.3,,,,,188,
Jul-11,RACETRACK,2,37.2,EURE,1.1,,,,,188,
Jul-11,RACETRACK,2,36.5,EURE,3,,,,,188,
Jul-11,RACETRACK,2,36.1,EURE,4.2,,,,,188,
Jul-11,RACETRACK,2,35.5,EURE,0.4,,,,,188,
Jul-11,RACETRACK,2,34.3,EURE,5.1,,,,,188,
Jul-11,RACETRACK,2,29.3,EURE,2.9,,,,,188,
Jul-11,RACETRACK,2,29,EURE,5,,,,,188,
Jul-11,RACETRACK,2,28.5,EURE,4.8,,,,,188,
Jul-11,RACETRACK,2,25.8,EURE,4.5,,,,,188,
Jul-11,RACETRACK,2,23.6,EURE,2,,,,,188,
Jul-11,RACETRACK,2,22.4,EURE,2.3,,,,,188,
Jul-11,RACETRACK,2,21.8,EURE,3.8,,,,,188,
Jul-11,RACETRACK,2,21,EURE,0.5,,,,,188,
Jul-11,RACETRACK,2,20.4,EURE,0.4,,,,,188,
Jul-11,RACETRACK,2,19.7,EURE,0.1,,,,,188,
Jul-11,RACETRACK,2,19.2,EURE,5,,,,,188,
Jul-11,RACETRACK,2,17.7,EURE,3.2,,,,,188,
Jul-11,RACETRACK,2,17,EURE,3.1,,,,,188,
Jul-11,RACETRACK,2,17,EURE,3.8,,,,,188,
Jul-11,RACETRACK,2,16.4,EURE,0.9,,,,,188,
Jul-11,RACETRACK,2,15.5,EURE,1,,,,,188,
Jul-11,RACETRACK,2,15.1,EURE,0.2,,,,,188,
Jul-11,RACETRACK,2,14.3,EURE,0.6,,,,,188,
Jul-11,RACETRACK,2,11.2,EURE,4.7,,,,,188,
Jul-11,RACETRACK,2,10.4,EURE,4.5,,,,,188,
Jul-11,RACETRACK,2,9.5,EURE,5.1,,,,,188,
Jul-11,RACETRACK,2,9,EURE,6,,,,,188,
Jul-11,RACETRACK,2,8.7,EURE,6.5,,,,,188,
Jul-11,RACETRACK,2,8.1,EURE,5.2,,,,,188,
Jul-11,RACETRACK,2,7.7,EURE,5,,,,,188,
Jul-11,RACETRACK,2,7,EURE,4.8,,,,,188,
Jul-11,RACETRACK,2,6.4,EURE,1,,,,,188,
Jul-11,RACETRACK,2,5.9,EURE,1.2,,,,,188,
Jul-11,RACETRACK,2,5.5,EURE,5,,,,,188,
Jul-11,RACETRACK,2,4.7,EURE,4.8,,,,,188,
Jul-11,RACETRACK,2,3.7,EURE,4.8,,,,,188,
Jul-11,RACETRACK,2,2.8,EURE,4.6,,,,,188,
Jul-11,RACETRACK,2,2.7,EURE,2.7,,,,,188,
Jul-11,RACETRACK,2,1.5,EURE,3.8,,,,,188,
Jul-11,RACETRACK,2,0.7,EURE,3.8,,,,,188,
Jul-11,RACETRACK,2,0.6,EURE,3.8,,,,,188,
Jul-11,RACETRACK,2,0.3,EURE,3.8,,,,,188,
Jul-11,RACETRACK,2,0.2,EURE,3.8,,,,,188,
Jul-11,RACETRACK,1,18.3,EUTH,6.5,,,,"Pyrrosia, FLIN",2,
Jul-11,RACETRACK,1,3.5,EUTH,6.1,,,,,2,
Jul-11,RACETRACK,1,50,FLIN,,,1,,,141,
Jul-11,RACETRACK,1,43.2,FLIN,,,1,,,141,
Jul-11,RACETRACK,1,23.5,FLIN,,,1,,,141,
Jul-11,RACETRACK,1,9,FLIN,,,1,,,141,
Jul-11,RACETRACK,1,4.2,FLIN,,,1,,,141,
Jul-11,RACETRACK,2,23,FLIN,,,1,,,141,
Jul-11,RACETRACK,2,43.9,FLIN,,,1,,,141,
Jul-11,RACETRACK,2,43.6,FLIN,,,1,,,141,
Jul-11,RACETRACK,2,41.8,FLIN,,,1,,,141,
Jul-11,RACETRACK,2,30,FLIN,,,1,,,141,
Jul-11,RACETRACK,2,21.5,FLIN,,,1,,,141,
Jul-11,RACETRACK,2,20.8,FLIN,,,1,,,141,
Jul-11,RACETRACK,2,18.6,FLIN,,,1,,,141,
Jul-11,RACETRACK,2,18.6,FLIN,,,1,,,141,
Jul-11,RACETRACK,1,49.8,FLIN,,,2,,,141,
Jul-11,RACETRACK,1,47,FLIN,,,2,,,141,
Jul-11,RACETRACK,1,46,FLIN,,,2,,,141,
Jul-11,RACETRACK,1,39.4,FLIN,,,2,,,141,
Jul-11,RACETRACK,1,39,FLIN,,,2,,,141,
Jul-11,RACETRACK,1,37.6,FLIN,,,2,,,141,
Jul-11,RACETRACK,1,17,FLIN,,,2,,,141,
Jul-11,RACETRACK,1,16.1,FLIN,,,2,,,141,
Jul-11,RACETRACK,1,10,FLIN,,,2,,,141,
Jul-11,RACETRACK,1,8.2,FLIN,,,2,,,141,
Jul-11,RACETRACK,2,43,FLIN,,,2,,,141,
Jul-11,RACETRACK,2,42,FLIN,,,2,,,141,
Jul-11,RACETRACK,2,18.3,FLIN,,,2,,,141,
Jul-11,RACETRACK,1,48,FLIN,,,3,,,141,
Jul-11,RACETRACK,1,46,FLIN,,,3,,,141,
Jul-11,RACETRACK,1,42,FLIN,,,3,,,141,
Jul-11,RACETRACK,1,41,FLIN,,,3,,,141,
Jul-11,RACETRACK,1,38,FLIN,,,3,,,141,
Jul-11,RACETRACK,1,24,FLIN,,,3,,,141,
Jul-11,RACETRACK,1,22.5,FLIN,,,3,,,141,
Jul-11,RACETRACK,1,22,FLIN,,,3,,,141,
Jul-11,RACETRACK,1,18,FLIN,,,3,,,141,
Jul-11,RACETRACK,1,14,FLIN,,,3,,,141,
Jul-11,RACETRACK,1,14,FLIN,,,3,,,141,
Jul-11,RACETRACK,1,13,FLIN,,,3,,,141,
Jul-11,RACETRACK,1,45,FLIN,,,3,,,141,
Jul-11,RACETRACK,2,1.8,FLIN,,,3,,,141,
Jul-11,RACETRACK,1,49,FLIN,,,4,,,141,
Jul-11,RACETRACK,1,13,FLIN,,,4,,,141,
Jul-11,RACETRACK,1,37,FLIN,,,5,,,141,
Jul-11,RACETRACK,1,35,FLIN,,,5,,,141,
Jul-11,RACETRACK,1,30,FLIN,,,5,,,141,
Jul-11,RACETRACK,1,29,FLIN,,,5,,,141,
Jul-11,RACETRACK,1,19,FLIN,,,5,,,141,
Jul-11,RACETRACK,1,14.8,FLIN,,,5,,,141,
Jul-11,RACETRACK,1,12,FLIN,,,5,,,141,
Jul-11,RACETRACK,1,12,FLIN,,,5,,,141,
Jul-11,RACETRACK,1,11,FLIN,,,5,,,141,
Jul-11,RACETRACK,1,36,FLIN,,,6,,,141,
Jul-11,RACETRACK,1,36,FLIN,,,6,,,141,
Jul-11,RACETRACK,1,18,FLIN,,,6,,,141,
Jul-11,RACETRACK,1,43.5,FLIN,,,7,,,141,
Jul-11,RACETRACK,1,33,FLIN,,,7,,,141,
Jul-11,RACETRACK,1,42.5,FLIN,,,8,,,141,
Jul-11,RACETRACK,1,34,FLIN,,,8,,,141,
Jul-11,RACETRACK,1,31,FLIN,,,8,,,141,
Jul-11,RACETRACK,1,30,FLIN,,,8,,,141,
Jul-11,RACETRACK,1,23.5,FLIN,,,8,,,141,
Jul-11,RACETRACK,1,22.5,FLIN,,,8,,,141,
Jul-11,RACETRACK,1,35,FLIN,,,9,,,141,
Jul-11,RACETRACK,1,22,FLIN,,,9,,,141,
Jul-11,RACETRACK,1,21,FLIN,,,9,,,141,
Jul-11,RACETRACK,1,34,FLIN,,,10,,,141,
Jul-11,RACETRACK,1,29,FLIN,,,13,,,141,
Jul-11,RACETRACK,1,28,FLIN,,,13,,,141,
Jul-11,RACETRACK,1,27,FLIN,,,13,,,141,
Jul-11,RACETRACK,1,21,FLIN,,,13,,,141,
Jul-11,RACETRACK,1,20,FLIN,,,13,,,141,
Jul-11,RACETRACK,1,28,FLIN,,,14,,,141,
Jul-11,RACETRACK,1,33,FLIN,,,16,,,141,
Jul-11,RACETRACK,1,26,FLIN,,,16,,,141,
Jul-11,RACETRACK,1,32,FLIN,,,17,,,141,
Jul-11,RACETRACK,1,27,FLIN,,,17,,,141,
Jul-11,RACETRACK,1,31,FLIN,,,18,,,141,
Jul-11,RACETRACK,1,32,FLIN,,,19,,,141,
Jul-11,RACETRACK,1,26,FLIN,,,21,,,141,
Jul-11,RACETRACK,1,25,FLIN,,,21,,,141,476
Jul-11,RACETRACK,1,50,FLIN,,,,,,141,
Jul-11,RACETRACK,1,46.1,FLIN,0.2,,,,,141,
Jul-11,RACETRACK,1,45.3,FLIN,0.3,,,,,141,
Jul-11,RACETRACK,1,45.3,FLIN,,,,,,141,
Jul-11,RACETRACK,1,45.1,FLIN,,,,,,141,
Jul-11,RACETRACK,1,44.6,FLIN,0.3,,,,,141,
Jul-11,RACETRACK,1,44.1,FLIN,0.3,,,,,141,
Jul-11,RACETRACK,1,44.1,FLIN,0.4,,,,,141,
Jul-11,RACETRACK,1,43.7,FLIN,0.4,,,,,141,
Jul-11,RACETRACK,1,43.4,FLIN,0.3,,,,,141,
Jul-11,RACETRACK,1,42.1,FLIN,0.3,,,,,141,
Jul-11,RACETRACK,1,41.4,FLIN,0.4,,,,,141,
Jul-11,RACETRACK,1,40.5,FLIN,0.3,,,,,141,
Jul-11,RACETRACK,1,39.4,FLIN,,,,,,141,
Jul-11,RACETRACK,1,38.6,FLIN,0.3,,,,,141,
Jul-11,RACETRACK,1,37.2,FLIN,0.3,,,,,141,
Jul-11,RACETRACK,1,37,FLIN,0.2,,,,,141,
Jul-11,RACETRACK,1,36.3,FLIN,0.3,,,,,141,
Jul-11,RACETRACK,1,36,FLIN,0.2,,,,,141,
Jul-11,RACETRACK,1,36,FLIN,0.3,,,,,141,
Jul-11,RACETRACK,1,33.8,FLIN,0.2,,,,,141,
Jul-11,RACETRACK,1,32.6,FLIN,0.3,,,,,141,
Jul-11,RACETRACK,1,28.5,FLIN,0.3,,,,,141,
Jul-11,RACETRACK,1,28,FLIN,,,,,,141,
Jul-11,RACETRACK,1,27,FLIN,0.3,,,,,141,
Jul-11,RACETRACK,1,25.7,FLIN,0.4,,,,,141,
Jul-11,RACETRACK,1,25.7,FLIN,0.3,,,,,141,
Jul-11,RACETRACK,1,25.1,FLIN,0.4,,,,,141,
Jul-11,RACETRACK,1,24.9,FLIN,0.2,,,,,141,
Jul-11,RACETRACK,1,24.8,FLIN,0.3,,,,,141,
Jul-11,RACETRACK,1,24.3,FLIN,0.3,,,,,141,
Jul-11,RACETRACK,1,23.8,FLIN,0.3,,,,,141,
Jul-11,RACETRACK,1,23.2,FLIN,0.4,,,,,141,
Jul-11,RACETRACK,1,22.1,FLIN,0.6,,,,,141,
Jul-11,RACETRACK,1,21.1,FLIN,0.4,,,,,141,
Jul-11,RACETRACK,1,20.5,FLIN,0.4,,,,,141,
Jul-11,RACETRACK,1,20,FLIN,0.6,,,,,141,
Jul-11,RACETRACK,1,19.7,FLIN,0.3,,,,,141,
Jul-11,RACETRACK,1,17.2,FLIN,0.2,,,,,141,
Jul-11,RACETRACK,1,16.9,FLIN,0.2,,,,,141,
Jul-11,RACETRACK,1,16.5,FLIN,0.2,,,,,141,
Jul-11,RACETRACK,1,16.5,FLIN,0.2,,,,,141,
Jul-11,RACETRACK,1,16.5,FLIN,0.2,,,,,141,
Jul-11,RACETRACK,1,15.8,FLIN,0.2,,,,,141,
Jul-11,RACETRACK,1,15.5,FLIN,0.3,,,,,141,
Jul-11,RACETRACK,1,14.5,FLIN,,,,,,141,
Jul-11,RACETRACK,1,14.2,FLIN,0.2,,,,,141,
Jul-11,RACETRACK,1,13.5,FLIN,,,,,,141,
Jul-11,RACETRACK,1,11.6,FLIN,0.2,,,,,141,
Jul-11,RACETRACK,1,11.3,FLIN,0.2,,,,,141,
Jul-11,RACETRACK,1,10.3,FLIN,0.4,,,,,141,
Jul-11,RACETRACK,1,9.8,FLIN,0.2,,,,,141,
Jul-11,RACETRACK,2,41,FLIN,0.3,,,,,141,
Jul-11,RACETRACK,2,40.6,FLIN,0.3,,,,,141,
Jul-11,RACETRACK,2,40.3,FLIN,0.2,,,,,141,
Jul-11,RACETRACK,2,20.2,FLIN,0.2,,,,,141,
Jul-11,RACETRACK,2,19.8,FLIN,0.2,,,,,141,
Jul-11,RACETRACK,2,19.2,FLIN,0.7,,,,,141,
Jul-11,RACETRACK,2,18.3,FLIN,0.2,,,,,141,
Jul-11,RACETRACK,2,0.5,FLIN,,,,,,141,
Jul-11,RACETRACK,1,9.5,GUMA,,,1,,,31,
Jul-11,RACETRACK,2,27.9,GUMA,,,1,,,31,
Jul-11,RACETRACK,1,28.3,GUMA,,,2,,,31,4
Jul-11,RACETRACK,1,24.3,GUMA,4,,,,Asplenium nidus,31,
Jul-11,RACETRACK,1,45.8,GUMA,7,,,,FLIN,31,
Jul-11,RACETRACK,1,29.1,GUMA,5.3,,,,Pyrrosia,31,
Jul-11,RACETRACK,1,40.3,GUMA,5,,,,,31,
Jul-11,RACETRACK,1,36.4,GUMA,0.5,,,,,31,
Jul-11,RACETRACK,1,35,GUMA,0.4,,,,,31,
Jul-11,RACETRACK,1,34.6,GUMA,6,,,,,31,
Jul-11,RACETRACK,1,24.6,GUMA,7,,,,,31,
Jul-11,RACETRACK,1,23.8,GUMA,0.5,,,,,31,
Jul-11,RACETRACK,1,23.4,GUMA,2.3,,,,,31,
Jul-11,RACETRACK,1,22.3,GUMA,0.7,,,,,31,
Jul-11,RACETRACK,1,22.1,GUMA,1.2,,,,,31,
Jul-11,RACETRACK,1,21.9,GUMA,0.5,,,,,31,
Jul-11,RACETRACK,1,21.7,GUMA,2.7,,,,,31,
Jul-11,RACETRACK,1,21.2,GUMA,1,,,,,31,
Jul-11,RACETRACK,1,20.5,GUMA,1.8,,,,,31,
Jul-11,RACETRACK,1,19.9,GUMA,1.7,,,,,31,
Jul-11,RACETRACK,1,17.7,GUMA,0.5,,,,,31,
Jul-11,RACETRACK,1,17.3,GUMA,0.5,,,,,31,
Jul-11,RACETRACK,1,10.3,GUMA,2,,,,,31,
Jul-11,RACETRACK,1,10.3,GUMA,0.4,,,,,31,
Jul-11,RACETRACK,1,9.6,GUMA,6.7,,,,,31,
Jul-11,RACETRACK,1,6.2,GUMA,0.2,,,,,31,
Jul-11,RACETRACK,1,2,GUMA,6,,,,,31,
Jul-11,RACETRACK,1,1.8,GUMA,0.3,,,,,31,
Jul-11,RACETRACK,2,18.6,GUMA,,,,,dead? PASU,31,
Jul-11,RACETRACK,2,35.5,GUMA,4,,,,,31,
Jul-11,RACETRACK,2,26.1,GUMA,4.9,,,,,31,
Jul-11,RACETRACK,1,11,Jasminum,,,1,,,14,
Jul-11,RACETRACK,2,41,Jasminum,,,1,,,14,
Jul-11,RACETRACK,2,25.2,Jasminum,,,1,,,14,
Jul-11,RACETRACK,1,15.9,Jasminum,,,2,,,14,
Jul-11,RACETRACK,1,11.3,Jasminum,,,2,,,14,
Jul-11,RACETRACK,2,47.8,Jasminum,,,2,,,14,
Jul-11,RACETRACK,2,43.9,Jasminum,,,2,,,14,
Jul-11,RACETRACK,2,43,Jasminum,,,2,,,14,
Jul-11,RACETRACK,2,42,Jasminum,,,2,,,14,
Jul-11,RACETRACK,2,40,Jasminum,,,2,,,14,
Jul-11,RACETRACK,2,39.8,Jasminum,,,2,,,14,
Jul-11,RACETRACK,2,41,Jasminum,,,3,,,14,22
Jul-11,RACETRACK,1,40.5,Jasminum,,,,,,14,
Jul-11,RACETRACK,2,13.4,Jasminum,,,,,,14,
Jul-11,RACETRACK,2,32.2,MATH,9,,,,,1,
Jul-11,RACETRACK,1,48.5,Nephrolepis,0.1,,,,,2,
Jul-11,RACETRACK,1,48.4,Nephrolepis,2,,,,,2,
Jul-11,RACETRACK,1,23,OCMA,,,1,,,2,
Jul-11,RACETRACK,2,27,OCMA,1.4,,,,,2,
Jul-11,RACETRACK,1,18.1,PASU,,,1,,,8,
Jul-11,RACETRACK,2,39.6,PASU,,,1,,,8,
Jul-11,RACETRACK,1,29.5,PASU,,,2,,,8,
Jul-11,RACETRACK,1,27.2,PASU,,,2,,,8,
Jul-11,RACETRACK,2,41,PASU,,,2,,,8,
Jul-11,RACETRACK,2,40,PASU,,,2,,,8,10
Jul-11,RACETRACK,1,27.6,PASU,,,,,,8,
Jul-11,RACETRACK,2,47.4,PASU,,,,,,8,
Jul-11,RACETRACK,2,27,PATE,0.3,,,,,1,
Jul-11,RACETRACK,1,49,Peperomia,0.2,,,,,22,
Jul-11,RACETRACK,1,48.9,Peperomia,0.1,,,,,22,
Jul-11,RACETRACK,1,48.9,Peperomia,0.1,,,,,22,
Jul-11,RACETRACK,1,48.8,Peperomia,0.2,,,,,22,
Jul-11,RACETRACK,1,48,Peperomia,0.1,,,,,22,
Jul-11,RACETRACK,1,48,Peperomia,0.1,,,,,22,
Jul-11,RACETRACK,1,48,Peperomia,0.1,,,,,22,
Jul-11,RACETRACK,1,48,Peperomia,0.1,,,,,22,
Jul-11,RACETRACK,1,47,Peperomia,0.1,,,,,22,
Jul-11,RACETRACK,1,20,Peperomia,0.1,,,,,22,
Jul-11,RACETRACK,1,19.7,Peperomia,0.1,,,,,22,
Jul-11,RACETRACK,2,50,Peperomia,0.1,,,,,22,
Jul-11,RACETRACK,2,49.2,Peperomia,0.1,,,,,22,
Jul-11,RACETRACK,2,47.1,Peperomia,0.1,,,,,22,
Jul-11,RACETRACK,2,46.5,Peperomia,0.1,,,,,22,
Jul-11,RACETRACK,2,46.5,Peperomia,0.1,,,,,22,
Jul-11,RACETRACK,2,44.6,Peperomia,0.1,,,,,22,
Jul-11,RACETRACK,2,39.8,Peperomia,0.1,,,,,22,
Jul-11,RACETRACK,2,38.5,Peperomia,0.1,,,,,22,
Jul-11,RACETRACK,2,33.7,Peperomia,0.1,,,,,22,
Jul-11,RACETRACK,2,16,Peperomia,0.05,,,,,22,
Jul-11,RACETRACK,2,14.6,Peperomia,0.1,,,,,22,
Jul-11,RACETRACK,2,40.9,Pyrrosia,0.2,,,,,5,
Jul-11,RACETRACK,2,39.8,Pyrrosia,0.1,,,,,5,
Jul-11,RACETRACK,2,39.3,Pyrrosia,0.1,,,,,5,
Jul-11,RACETRACK,2,16.2,Pyrrosia?,0.1,,,,,5,
Jul-11,RACETRACK,2,11.2,Pyrrosia?,0.1,,,,,5,
Jul-11,RACETRACK,2,33,rooting,,,,,,,
Jul-11,RACETRACK,2,31.4,rooting big/med size,,,,,,,
Jul-11,RACETRACK,2,31.4,trail,,,,,,,
Jul-11,RACETRACK,2,28.5,trail,,,,,,,
Jul-11,RACETRACK,2,27,trail,,,,,,,
Jul-11,RACETRACK,2,10.3,trail,,,,,,,
Jul-11,RACETRACK,1,25.4,TRTR,,,1,,,18,
Jul-11,RACETRACK,1,18.8,TRTR,,,1,,,18,
Jul-11,RACETRACK,1,1.6,TRTR,,,1,,,18,
Jul-11,RACETRACK,1,1.2,TRTR,,,1,,,18,
Jul-11,RACETRACK,2,43.5,TRTR,,,1,,,18,
Jul-11,RACETRACK,2,34.8,TRTR,,,1,,,18,
Jul-11,RACETRACK,2,34,TRTR,,,1,,,18,
Jul-11,RACETRACK,2,43,TRTR,,,2,,,18,
Jul-11,RACETRACK,2,26.4,TRTR,,,2,,,18,
Jul-11,RACETRACK,2,24.5,TRTR,,,2,,,18,
Jul-11,RACETRACK,2,26,TRTR,,,4,,,18,17
Jul-11,RACETRACK,1,48.4,TRTR,0.2,,,,,18,
Jul-11,RACETRACK,1,44.7,TRTR,0.2,,,,,18,
Jul-11,RACETRACK,2,48.7,TRTR,0.7,,,,Jasminum,18,
Jul-11,RACETRACK,2,46.5,TRTR,3.8,,,,Jasminum,18,
Jul-11,RACETRACK,2,49.1,TRTR,0.7,,,,,18,
Jul-11,RACETRACK,2,33.7,TRTR,2.6,,,,,18,
Jul-11,RACETRACK,2,14.7,TRTR,0.1,,,,,18,
Jul-11,RACETRACK,2,37.5,unknown seedling,,,1,,,8,
Jul-11,RACETRACK,2,43,unknown seedling,,,3,,,8,
Jul-11,RACETRACK,2,42,unknown seedling,,,3,,,8,
Jul-11,RACETRACK,2,41,unknown seedling,,,5,,,8,
Jul-11,RACETRACK,2,40,unknown seedling,,,5,,,8,
Jul-11,RACETRACK,2,42,unknown seedling,,,5,,,8,
Jul-11,RACETRACK,2,41,unknown seedling,,,5,,,8,
Jul-11,RACETRACK,2,43.4,unknown seedling,,,,,,8,
Jul-11,RACETRACK,1,29.3,Wikstroemia,3.7,,,,,1,
Jul-11,RITD GATE,1,45.7,AGMA,,,1,,,28,
Jul-11,RITD GATE,1,42.9,AGMA,,,1,,,28,
