"Date","site","Transect","Distance","plant_spp","height","DBH..cm.","seedlings","Herbivory.","Epiphytes","Species.Counts"
"8/25/2011","nblas",1,"21.1","GUMA","","",5,"","",81
"8/25/2011","nblas",1,"20.1","GUMA","","",5,"","",81
"8/25/2011","nblas",1,"38.6","GUMA","6.1","",NA,"","",81
"8/25/2011","nblas",1,"36.8","GUMA","4.7","",NA,"","",81
"8/25/2011","nblas",1,"35.3","GUMA","2.1","",NA,"","",81
"8/25/2011","nblas",1,"35.3","GUMA","2.1","",NA,"","",81
"8/25/2011","nblas",1,"25.9","GUMA","7","",NA,"","",81
"8/25/2011","nblas",1,"25.5","GUMA","0.5","",NA,"","",81
"8/25/2011","nblas",1,"25.5","GUMA","1.3","",NA,"","",81
"8/25/2011","nblas",1,"24.8","GUMA","6","",NA,"","",81
"8/25/2011","nblas",1,"24","GUMA","8","",NA,"","",81
"8/25/2011","nblas",1,"21.2","GUMA","5.5","",NA,"","",81
"8/25/2011","nblas",1,"9.1","GUMA","0.2","",NA,"","",81
"8/25/2011","nblas",1,"9","GUMA","0.2","",NA,"","",81
"8/25/2011","nblas",1,"9","GUMA","0.2","",NA,"","",81
"8/25/2011","nblas",1,"9","GUMA","0.2","",NA,"","",81
"8/25/2011","nblas",1,"2.2","GUMA","6","",NA,"","",81
"8/25/2011","nblas",1,"0.3","GUMA","2.6","",NA,"","",81
"8/25/2011","nblas",2,"39.8","GUMA","5.8","",NA,"","LICHEN",81
"8/25/2011","nblas",2,"27.3","GUMA","0.2","",NA,"","PASU",81
"8/25/2011","nblas",2,"48","GUMA","4","",NA,"","",81
"8/25/2011","nblas",2,"46.7","GUMA","6.3","",NA,"","",81
"8/25/2011","nblas",2,"46","GUMA","0.4","",NA,"","",81
"8/25/2011","nblas",2,"45.2","GUMA","6","",NA,"","",81
"8/25/2011","nblas",2,"45","GUMA","6.1","",NA,"","",81
"8/25/2011","nblas",2,"41.1","GUMA","2.1","",NA,"","",81
"8/25/2011","nblas",2,"40.9","GUMA","2.2","",NA,"","",81
"8/25/2011","nblas",2,"40.8","GUMA","1","",NA,"","",81
"8/25/2011","nblas",2,"39.1","GUMA","3.8","",NA,"","",81
"8/25/2011","nblas",2,"24.7","GUMA","0.2","",NA,"","",81
"8/25/2011","nblas",2,"21.9","GUMA","1.8","",NA,"","",81
"8/25/2011","nblas",2,"16.6","GUMA","2.2","",NA,"","",81
"8/25/2011","nblas",2,"9.7","GUMA","5.5","",NA,"","",81
"8/25/2011","nblas",2,"4.8","GUMA","0.2","",NA,"","",81
"8/25/2011","nblas",2,"4.7","GUMA","0.2","",NA,"","",81
"8/25/2011","nblas",2,"4.7","GUMA","0.2","",NA,"","",81
"8/25/2011","nblas",2,"4.2","GUMA","0.2","",NA,"","",81
"8/25/2011","nblas",2,"4.1","GUMA","4.3","",NA,"","",81
"11/3/2011","nw field",1,"36.8","GUMA","","",1,"","",30
"11/3/2011","nw field",1,"6.7","GUMA","","",1,"","",30
"11/3/2011","nw field",1,"39.5","GUMA","0.4","",NA,"","",30
"11/3/2011","nw field",1,"36.6","GUMA","3","",NA,"","",30
"11/3/2011","nw field",1,"30.2","GUMA","3.5","",NA,"","",30
"11/3/2011","nw field",1,"27.2","GUMA","2.8","",NA,"","",30
"11/3/2011","nw field",1,"26.9","GUMA","3.2","",NA,"","",30
"11/3/2011","nw field",1,"24.4","GUMA","4","",NA,"","",30
"11/3/2011","nw field",1,"21.4","GUMA","2.8","",NA,"","",30
"11/3/2011","nw field",1,"11.7","GUMA","3.1","",NA,"","",30
"11/3/2011","nw field",1,"8.2","GUMA","6.1","",NA,"","",30
"11/3/2011","nw field",1,"7.5","GUMA","0.5","",NA,"","",30
"11/3/2011","nw field",1,"7.1","GUMA","0.2","",NA,"","",30
"11/3/2011","nw field",1,"6.7","GUMA","0.3","",NA,"","",30
"11/3/2011","nw field",1,"6.3","GUMA","0.4","",NA,"","",30
"11/3/2011","nw field",1,"5.7","GUMA","0.9","",NA,"","",30
"11/3/2011","nw field",1,"4.6","GUMA","0.5","",NA,"","",30
"11/3/2011","nw field",1,"3.7","GUMA","0.5","",NA,"","",30
"11/3/2011","nw field",2,"0.5","GUMA","2","",NA,"","",30
"11/3/2011","nw field",2,"2.1","GUMA","2.5","",NA,"","",30
"11/3/2011","nw field",2,"7.8","GUMA","4.1","",NA,"","",30
"11/3/2011","nw field",2,"13.7","GUMA","1.5","",NA,"","",30
"11/3/2011","nw field",2,"14.4","GUMA","2.5","",NA,"","",30
"11/3/2011","nw field",2,"21.8","GUMA","0.7","",NA,"","",30
"11/3/2011","nw field",2,"33.1","GUMA","4.5","",NA,"","",30
"11/3/2011","nw field",2,"33.3","GUMA","0.7","",NA,"","",30
"11/3/2011","nw field",2,"33.7","GUMA","0.4","",NA,"","",30
"11/3/2011","nw field",2,"37.3","GUMA","1.8","",NA,"","",30
"11/3/2011","nw field",2,"38.7","GUMA","1.4","",NA,"","",30
"11/3/2011","nw field",2,"48.2","GUMA","4","",NA,"","",30
"11-Jul","racetrack",1,"9.5","GUMA","","",1,"","",31
"11-Jul","racetrack",2,"27.9","GUMA","","",1,"","",31
"11-Jul","racetrack",1,"28.3","GUMA","","",2,"","",31
"11-Jul","racetrack",1,"24.3","GUMA","4","",NA,"","Asplenium nidus",31
"11-Jul","racetrack",1,"45.8","GUMA","7","",NA,"","FLIN",31
"11-Jul","racetrack",1,"29.1","GUMA","5.3","",NA,"","Pyrrosia",31
"11-Jul","racetrack",1,"40.3","GUMA","5","",NA,"","",31
"11-Jul","racetrack",1,"36.4","GUMA","0.5","",NA,"","",31
"11-Jul","racetrack",1,"35","GUMA","0.4","",NA,"","",31
"11-Jul","racetrack",1,"34.6","GUMA","6","",NA,"","",31
"11-Jul","racetrack",1,"24.6","GUMA","7","",NA,"","",31
"11-Jul","racetrack",1,"23.8","GUMA","0.5","",NA,"","",31
"11-Jul","racetrack",1,"23.4","GUMA","2.3","",NA,"","",31
"11-Jul","racetrack",1,"22.3","GUMA","0.7","",NA,"","",31
"11-Jul","racetrack",1,"22.1","GUMA","1.2","",NA,"","",31
"11-Jul","racetrack",1,"21.9","GUMA","0.5","",NA,"","",31
"11-Jul","racetrack",1,"21.7","GUMA","2.7","",NA,"","",31
"11-Jul","racetrack",1,"21.2","GUMA","1","",NA,"","",31
"11-Jul","racetrack",1,"20.5","GUMA","1.8","",NA,"","",31
"11-Jul","racetrack",1,"19.9","GUMA","1.7","",NA,"","",31
"11-Jul","racetrack",1,"17.7","GUMA","0.5","",NA,"","",31
"11-Jul","racetrack",1,"17.3","GUMA","0.5","",NA,"","",31
"11-Jul","racetrack",1,"10.3","GUMA","2","",NA,"","",31
"11-Jul","racetrack",1,"10.3","GUMA","0.4","",NA,"","",31
"11-Jul","racetrack",1,"9.6","GUMA","6.7","",NA,"","",31
"11-Jul","racetrack",1,"6.2","GUMA","0.2","",NA,"","",31
"11-Jul","racetrack",1,"2","GUMA","6","",NA,"","",31
"11-Jul","racetrack",1,"1.8","GUMA","0.3","",NA,"","",31
"11-Jul","racetrack",2,"18.6","GUMA","","",NA,"","dead? PASU",31
"11-Jul","racetrack",2,"35.5","GUMA","4","",NA,"","",31
"11-Jul","racetrack",2,"26.1","GUMA","4.9","",NA,"","",31
"11-Jul","ritd gate",1,"7","GUMA","","",1,"","",9
"11-Jul","ritd gate",1,"35.9","GUMA","2.5","",NA,"","",9
"11-Jul","ritd gate",1,"10.5","GUMA","4.6","",NA,"","",9
"11-Jul","ritd gate",1,"7.4","GUMA","0.2","",NA,"","",9
"11-Jul","ritd gate",1,"7.3","GUMA","6","",NA,"","",9
"7/19/2011","ritd gate",2,"43.6","GUMA","3.1","",NA,"","",9
"7/19/2011","ritd gate",2,"12.2","GUMA","3.9","",NA,"","",9
"7/19/2011","ritd gate",2,"11","GUMA","2.7","",NA,"","",9
"7/19/2011","ritd gate",2,"6.8","GUMA","4.3","",NA,"","",9
"11-Jul","ritd grid",1,"29.2","GUMA","","",1,"","",70
"11-Jul","ritd grid",1,"27.3","GUMA","","",1,"","",70
"11-Jul","ritd grid",1,"8.2","GUMA","","",1,"","",70
"11-Jul","ritd grid",1,"27.9","GUMA","","",2,"","",70
"11-Jul","ritd grid",1,"27.5","GUMA","","",2,"","",70
"11-Jul","ritd grid",1,"42.2","GUMA","0.3","",NA,"","",70
"11-Jul","ritd grid",1,"37.5","GUMA","1.2","",NA,"","",70
"11-Jul","ritd grid",1,"36.7","GUMA","2.8","15",NA,"","",70
"11-Jul","ritd grid",1,"35.5","GUMA","0.3","",NA,"","",70
"11-Jul","ritd grid",1,"33.8","GUMA","2.1","12, 12",NA,"","",70
"11-Jul","ritd grid",1,"31.4","GUMA","2.6","18",NA,"","",70
"11-Jul","ritd grid",1,"30.1","GUMA","1.9","9",NA,"","",70
"11-Jul","ritd grid",1,"29","GUMA","0.2","",NA,"","",70
"11-Jul","ritd grid",1,"27.9","GUMA","0.2","",NA,"","",70
"11-Jul","ritd grid",1,"27.7","GUMA","1.8","15",NA,"","",70
"11-Jul","ritd grid",1,"27.1","GUMA","0.2","",NA,"","",70
"11-Jul","ritd grid",1,"26.7","GUMA","0.3","",NA,"","",70
"11-Jul","ritd grid",1,"24.6","GUMA","0.5","",NA,"","",70
"11-Jul","ritd grid",1,"20.6","GUMA","1.5","5",NA,"","",70
"11-Jul","ritd grid",1,"19.5","GUMA","1.8","8",NA,"","",70
"11-Jul","ritd grid",1,"18","GUMA","1.4","5, 6",NA,"","",70
"11-Jul","ritd grid",1,"17.8","GUMA","1.9","4, 3",NA,"","",70
"11-Jul","ritd grid",1,"17.5","GUMA","1.1","",NA,"","",70
"11-Jul","ritd grid",1,"16.3","GUMA","1.6","4",NA,"","",70
"11-Jul","ritd grid",1,"16","GUMA","0.5","",NA,"","",70
"11-Jul","ritd grid",1,"14.5","GUMA","0.5","",NA,"","",70
"11-Jul","ritd grid",1,"10.8","GUMA","1.1","",NA,"","",70
"11-Jul","ritd grid",1,"9.4","GUMA","0.3","",NA,"","",70
"11-Jul","ritd grid",1,"8.6","GUMA","0.2","",NA,"","",70
"11-Jul","ritd grid",1,"7.9","GUMA","0.2","",NA,"","",70
"11-Jul","ritd grid",1,"7.2","GUMA","0.2","",NA,"","",70
"11-Jul","ritd grid",1,"3.1","GUMA","0.5","",NA,"","",70
"11-Jul","ritd grid",1,"2.7","GUMA","0.5","",NA,"","",70
"11-Jul","ritd grid",1,"2.4","GUMA","0.4","",NA,"","",70
"11-Jul","ritd grid",2,"48.2","GUMA","1.7","9",NA,"","",70
"11-Jul","ritd grid",2,"47.8","GUMA","0.6","",NA,"","",70
"11-Jul","ritd grid",2,"47.4","GUMA","0.9","",NA,"","",70
"11-Jul","ritd grid",2,"36.2","GUMA","1.5","7",NA,"","",70
"11-Jul","ritd grid",2,"35.6","GUMA","2.2","9",NA,"","",70
"11-Jul","ritd grid",2,"34.8","GUMA","0.8","",NA,"","",70
"11-Jul","ritd grid",2,"34.5","GUMA","1.8","11",NA,"","",70
"11-Jul","ritd grid",2,"33.3","GUMA","2.4","11",NA,"","",70
"11-Jul","ritd grid",2,"32.2","GUMA","0.6","",NA,"","",70
"11-Jul","ritd grid",2,"32.1","GUMA","2.6","9",NA,"","",70
"11-Jul","ritd grid",2,"31.3","GUMA","2.2","10",NA,"","",70
"11-Jul","ritd grid",2,"31.1","GUMA","1.1","",NA,"","",70
"11-Jul","ritd grid",2,"31","GUMA","3.2","29",NA,"","",70
"11-Jul","ritd grid",2,"30","GUMA","3.1","25",NA,"","",70
"11-Jul","ritd grid",2,"29.1","GUMA","0.8","",NA,"","",70
"11-Jul","ritd grid",2,"28.1","GUMA","3.1","17",NA,"","",70
"11-Jul","ritd grid",2,"27.8","GUMA","1.3","",NA,"","",70
"11-Jul","ritd grid",2,"26.8","GUMA","0.5","",NA,"","",70
"11-Jul","ritd grid",2,"26.3","GUMA","1.6","5",NA,"","",70
"11-Jul","ritd grid",2,"19.9","GUMA","1.4","",NA,"","",70
"11-Jul","ritd grid",2,"19.5","GUMA","0.5","",NA,"","",70
"11-Jul","ritd grid",2,"19.3","GUMA","0.3","",NA,"","",70
"11-Jul","ritd grid",2,"17.5","GUMA","0.5","",NA,"","",70
"11-Jul","ritd grid",2,"17.1","GUMA","1.1","",NA,"","",70
"11-Jul","ritd grid",2,"13.7","GUMA","1","",NA,"","",70
"11-Jul","ritd grid",2,"13.5","GUMA","2.1","",NA,"","",70
"11-Jul","ritd grid",2,"12.5","GUMA","3.9","",NA,"","",70
"11-Jul","ritd grid",2,"11.6","GUMA","0.4","",NA,"","",70
"11-Jul","ritd grid",2,"11.2","GUMA","0.4","",NA,"","",70
"11-Jul","ritd grid",2,"10.5","GUMA","1.6","",NA,"","",70
"11-Jul","ritd grid",2,"10.2","GUMA","0.6","",NA,"","",70
"11-Jul","ritd grid",2,"8.3","GUMA","0.5","",NA,"","",70
"11-Jul","ritd grid",2,"7.9","GUMA","1.3","",NA,"","",70
"11-Jul","ritd grid",2,"5.8","GUMA","0.5","",NA,"","",70
"11-Jul","ritd grid",2,"5.5","GUMA","0.7","",NA,"","",70
"11-Jul","ritd grid",2,"1.3","GUMA","0.4","",NA,"","",70
"9/8/2011","sblas",1,"46.7","GUMA","","",1,"","",59
"9/8/2011","sblas",1,"46.3","GUMA","","",1,"","",59
"9/8/2011","sblas",1,"18.6","GUMA","","",1,"","",59
"9/8/2011","sblas",1,"7.4","GUMA","","",1,"","",59
"9/8/2011","sblas",1,"5.7","GUMA","","",1,"","",59
"9/8/2011","sblas",1,"5","GUMA","","",1,"","",59
"9/8/2011","sblas",2,"23.9","GUMA","","",1,"","",59
"9/8/2011","sblas",2,"15.1","GUMA","","",1,"","",59
"9/8/2011","sblas",2,"4.9","GUMA","","",1,"","",59
"9/8/2011","sblas",1,"46.2","GUMA","","",2,"","",59
"9/8/2011","sblas",1,"42.9","GUMA","","",2,"","",59
"9/8/2011","sblas",1,"28.9","GUMA","","",2,"","",59
"9/8/2011","sblas",2,"14.5","GUMA","","",2,"","",59
"9/8/2011","sblas",2,"14","GUMA","","",2,"","",59
"9/8/2011","sblas",1,"45","GUMA","","",4,"","",59
"9/8/2011","sblas",1,"44","GUMA","","",4,"","",59
"9/8/2011","sblas",1,"43","GUMA","6.1","",NA,"","small Asplenium nidus",59
"9/8/2011","sblas",1,"45.6","GUMA","2.2","",NA,"","",59
"9/8/2011","sblas",1,"40.5","GUMA","0.2","",NA,"","",59
"9/8/2011","sblas",1,"39.3","GUMA","3.8","",NA,"","",59
"9/8/2011","sblas",1,"29.3","GUMA","0.2","",NA,"","",59
"9/8/2011","sblas",1,"27.9","GUMA","4.6","",NA,"","",59
"9/8/2011","sblas",1,"20.9","GUMA","5","",NA,"","",59
"9/8/2011","sblas",1,"20.6","GUMA","4.8","",NA,"","",59
"9/8/2011","sblas",1,"19.9","GUMA","4.9","",NA,"","",59
"9/8/2011","sblas",1,"16.5","GUMA","0.3","",NA,"","",59
"9/8/2011","sblas",1,"14.3","GUMA","0.3","",NA,"","",59
"9/8/2011","sblas",1,"8.1","GUMA","4.2","",NA,"","",59
"9/8/2011","sblas",1,"5.2","GUMA","0.5","",NA,"","",59
"9/8/2011","sblas",1,"5.2","GUMA","0.3","",NA,"","",59
"9/8/2011","sblas",1,"2.7","GUMA","5.8","",NA,"","",59
"9/8/2011","sblas",1,"2.7","GUMA","0.3","",NA,"","",59
"9/8/2011","sblas",2,"34.8","GUMA","0.7","",NA,"","lichen",59
"9/8/2011","sblas",2,"37.6","GUMA","8","",NA,"","",59
"9/8/2011","sblas",2,"35.1","GUMA","0.4","",NA,"","",59
"9/8/2011","sblas",2,"33.8","GUMA","0.8","",NA,"","",59
"9/8/2011","sblas",2,"33.5","GUMA","1.9","",NA,"","",59
"9/8/2011","sblas",2,"25.4","GUMA","5.5","",NA,"","",59
"9/8/2011","sblas",2,"22.8","GUMA","6","",NA,"","",59
"9/8/2011","sblas",2,"22","GUMA","6.3","",NA,"","",59
"9/8/2011","sblas",2,"21.1","GUMA","4","",NA,"","",59
"9/8/2011","sblas",2,"16.1","GUMA","6.1","",NA,"","",59
"9/8/2011","sblas",2,"14.8","GUMA","0.3","",NA,"","",59
"9/8/2011","sblas",2,"14.6","GUMA","7.9","",NA,"","",59
"9/8/2011","sblas",2,"13.9","GUMA","7","",NA,"","",59
"9/8/2011","sblas",2,"11.8","GUMA","0.3","",NA,"","",59
"9/8/2011","sblas",2,"9.6","GUMA","4.8","",NA,"","",59
"9/8/2011","sblas",2,"5.1","GUMA","2","",NA,"","",59
"7/19/2011","switchbacks",1,"10.1","GUMA","","",1,"","",14
"7/19/2011","switchbacks",1,"10.2","GUMA","2.1","",NA,"","PASU",14
"7/19/2011","switchbacks",1,"43.8","GUMA","0.4","",NA,"","",14
"7/19/2011","switchbacks",1,"43.4","GUMA","0.5","",NA,"","",14
"7/19/2011","switchbacks",1,"31.2","GUMA","0.4","",NA,"","",14
"7/19/2011","switchbacks",1,"24.4","GUMA","0.6","",NA,"","",14
"7/19/2011","switchbacks",1,"14.6","GUMA","0.5","",NA,"","",14
"7/19/2011","switchbacks",1,"4.3","GUMA","1.6","",NA,"","",14
"7/19/2011","switchbacks",2,"3.7","GUMA","1","",NA,"","CHOD",14
"7/19/2011","switchbacks",2,"29.1","GUMA","3.1","",NA,"","FLIN",14
"7/19/2011","switchbacks",2,"41.2","GUMA","1.3","",NA,"","PASU",14
"7/19/2011","switchbacks",2,"21.3","GUMA","0.3","",NA,"","",14
"7/19/2011","switchbacks",2,"18.8","GUMA","1.2","",NA,"","",14
"7/19/2011","switchbacks",2,"17.6","GUMA","0.3","",NA,"","",14
"9/1/2011","tangison",2,"6.7","GUMA","","",1,"","",11
"9/1/2011","tangison",1,"8.9","GUMA","2.5","",NA,"","FLIN",11
"9/1/2011","tangison",1,"38.5","GUMA","5.8","",NA,"","FLIN, Jasminum",11
"9/1/2011","tangison",1,"14.5","GUMA","5.5","",NA,"","FLIN, Jasminum",11
"9/1/2011","tangison",1,"5.8","GUMA","6.5","",NA,"","Jasminum, FLIN",11
"9/1/2011","tangison",1,"29.4","GUMA","0.6","",NA,"","",11
"9/1/2011","tangison",1,"15.6","GUMA","0.4","",NA,"","",11
"9/1/2011","tangison",1,"12.6","GUMA","1.3","",NA,"","",11
"9/1/2011","tangison",1,"6.8","GUMA","0.3","",NA,"","",11
"9/1/2011","tangison",2,"24","GUMA","1.6","",NA,"","FLIN",11
"9/1/2011","tangison",2,"0.9","GUMA","2.4","",NA,"","Jasminum",11
"10/6/2011","tartop",1,"25.6","GUMA","","",1,"","",118
"10/6/2011","tartop",1,"21.7","GUMA","","",1,"","",NA
"10/6/2011","tartop",1,"15.4","GUMA","","",1,"","",NA
"10/6/2011","tartop",1,"14.2","GUMA","","",1,"","",NA
"10/6/2011","tartop",1,"11.5","GUMA","","",1,"","",NA
"10/6/2011","tartop",1,"7","GUMA","","",1,"","",NA
"10/6/2011","tartop",1,"5.7","GUMA","","",1,"","",NA
"10/6/2011","tartop",1,"2.8","GUMA","","",1,"","",NA
"10/6/2011","tartop",1,"0.6","GUMA","","",1,"","",NA
"10/6/2011","tartop",1,"0.5","GUMA","","",1,"","",NA
"10/6/2011","tartop",2,"44.6","GUMA","","",1,"","",NA
"10/6/2011","tartop",2,"44.4","GUMA","","",1,"","",NA
"10/6/2011","tartop",2,"44","GUMA","","",1,"","",NA
"10/6/2011","tartop",2,"28.3","GUMA","","",1,"","",NA
"10/6/2011","tartop",2,"27.6","GUMA","","",1,"","",NA
"10/6/2011","tartop",2,"17.1","GUMA","","",1,"","",NA
"10/6/2011","tartop",2,"15.9","GUMA","","",1,"","",NA
"10/6/2011","tartop",1,"22.3","GUMA","","",1,"","",NA
"10/6/2011","tartop",1,"6.8","GUMA","","",2,"","",NA
"10/6/2011","tartop",2,"20","GUMA","","",2,"","",NA
"10/6/2011","tartop",2,"19","GUMA","","",2,"","",NA
"10/6/2011","tartop",2,"0.4","GUMA","","",2,"","",NA
"10/6/2011","tartop",2,"19","GUMA","","",3,"","",NA
"10/6/2011","tartop",2,"18.5","GUMA","","",3,"","",NA
"10/6/2011","tartop",2,"19.5","GUMA","","",4,"","",NA
"10/6/2011","tartop",1,"3","GUMA","7.5","",NA,"","ASNI",NA
"10/6/2011","tartop",1,"8.5","GUMA","5.1","",NA,"","ASPO",NA
"10/6/2011","tartop",1,"33.2","GUMA","6.8","",NA,"","FIPR",NA
"10/6/2011","tartop",1,"49.1","GUMA","1","",NA,"","",NA
"10/6/2011","tartop",1,"44.8","GUMA","1.8","",NA,"","",NA
"10/6/2011","tartop",1,"44.6","GUMA","4.2","",NA,"","",NA
"10/6/2011","tartop",1,"43.5","GUMA","4.3","",NA,"","",NA
"10/6/2011","tartop",1,"43.4","GUMA","5.2","",NA,"","",NA
"10/6/2011","tartop",1,"41.8","GUMA","1.9","",NA,"","",NA
"10/6/2011","tartop",1,"41.4","GUMA","2.4","",NA,"","",NA
"10/6/2011","tartop",1,"40.2","GUMA","0.6","",NA,"","",NA
"10/6/2011","tartop",1,"38.1","GUMA","3.1","",NA,"","",NA
"10/6/2011","tartop",1,"37.5","GUMA","5.3","",NA,"","",NA
"10/6/2011","tartop",1,"35.8","GUMA","6.5","",NA,"","",NA
"10/6/2011","tartop",1,"34.9","GUMA","1.2","",NA,"","",NA
"10/6/2011","tartop",1,"34.8","GUMA","5.1","",NA,"","",NA
"10/6/2011","tartop",1,"34.5","GUMA","2.9","",NA,"","",NA
"10/6/2011","tartop",1,"28.3","GUMA","4","",NA,"","",NA
"10/6/2011","tartop",1,"27.7","GUMA","3.8","",NA,"","",NA
"10/6/2011","tartop",1,"27.3","GUMA","5.7","",NA,"","",NA
"10/6/2011","tartop",1,"20.6","GUMA","0.3","",NA,"","",NA
"10/6/2011","tartop",1,"19","GUMA","0.8","",NA,"","",NA
"10/6/2011","tartop",1,"17.2","GUMA","7.1","",NA,"","",NA
"10/6/2011","tartop",1,"16.9","GUMA","0.2","",NA,"","",NA
"10/6/2011","tartop",1,"16.8","GUMA","0.3","",NA,"","",NA
"10/6/2011","tartop",1,"14.3","GUMA","1.2","",NA,"","",NA
"10/6/2011","tartop",1,"14.2","GUMA","0.2","",NA,"","",NA
"10/6/2011","tartop",1,"14","GUMA","6.9","",NA,"","",NA
"10/6/2011","tartop",1,"13.5","GUMA","0.2","",NA,"","",NA
"10/6/2011","tartop",1,"5.6","GUMA","2.1","",NA,"","",NA
"10/6/2011","tartop",1,"5.1","GUMA","1.2","",NA,"","",NA
"10/6/2011","tartop",1,"4.7","GUMA","7","",NA,"","",NA
"10/6/2011","tartop",1,"4","GUMA","5","",NA,"","",NA
"10/6/2011","tartop",1,"3.4","GUMA","6.9","",NA,"","",NA
"10/6/2011","tartop",1,"1.9","GUMA","5.4","",NA,"","",NA
"10/6/2011","tartop",1,"1.4","GUMA","5.3","",NA,"","",NA
"10/6/2011","tartop",2,"9.6","GUMA","8.5","",NA,"","ASNI",NA
"10/6/2011","tartop",2,"49.2","GUMA","1.9","",NA,"","",NA
"10/6/2011","tartop",2,"48.6","GUMA","6.1","",NA,"","",NA
"10/6/2011","tartop",2,"46.4","GUMA","6.1","",NA,"","",NA
"10/6/2011","tartop",2,"45.7","GUMA","4.5","",NA,"","",NA
"10/6/2011","tartop",2,"45.6","GUMA","5.9","",NA,"","",NA
"10/6/2011","tartop",2,"45.4","GUMA","5.8","",NA,"","",NA
"10/6/2011","tartop",2,"45","GUMA","5.6","",NA,"","",NA
"10/6/2011","tartop",2,"44.8","GUMA","6","",NA,"","",NA
"10/6/2011","tartop",2,"44.2","GUMA","5.8","",NA,"","",NA
"10/6/2011","tartop",2,"43.7","GUMA","5.1","",NA,"","",NA
"10/6/2011","tartop",2,"42.1","GUMA","7","",NA,"","",NA
"10/6/2011","tartop",2,"41.7","GUMA","0.4","",NA,"","",NA
"10/6/2011","tartop",2,"34.9","GUMA","8.1","",NA,"","",NA
"10/6/2011","tartop",2,"33.8","GUMA","7","",NA,"","",NA
"10/6/2011","tartop",2,"30.9","GUMA","1.1","",NA,"","",NA
"10/6/2011","tartop",2,"30.3","GUMA","3.3","",NA,"","",NA
"10/6/2011","tartop",2,"29.5","GUMA","5.9","",NA,"","",NA
"10/6/2011","tartop",2,"26","GUMA","8","",NA,"","",NA
"10/6/2011","tartop",2,"24.9","GUMA","9","",NA,"","",NA
"10/6/2011","tartop",2,"23.5","GUMA","0.2","",NA,"","",NA
"10/6/2011","tartop",2,"22.8","GUMA","1.8","",NA,"","",NA
"10/6/2011","tartop",2,"19.7","GUMA","0.8","",NA,"","",NA
"10/6/2011","tartop",2,"19.6","GUMA","1.6","",NA,"","",NA
"10/6/2011","tartop",2,"19.1","GUMA","1","",NA,"","",NA
"10/6/2011","tartop",2,"18.7","GUMA","1.9","",NA,"","",NA
"10/6/2011","tartop",2,"18.5","GUMA","1.8","",NA,"","",NA
"10/6/2011","tartop",2,"18.4","GUMA","0.3","",NA,"","",NA
"10/6/2011","tartop",2,"17.5","GUMA","1.7","",NA,"","",NA
"10/6/2011","tartop",2,"16.6","GUMA","0.3","",NA,"","",NA
"10/6/2011","tartop",2,"16.6","GUMA","0.3","",NA,"","",NA
"10/6/2011","tartop",2,"15.7","GUMA","1.6","",NA,"","",NA
"10/6/2011","tartop",2,"15.2","GUMA","0.9","",NA,"","",NA
"10/6/2011","tartop",2,"15","GUMA","0.8","",NA,"","",NA
"10/6/2011","tartop",2,"14.8","GUMA","0.3","",NA,"","",NA
"10/6/2011","tartop",2,"14.3","GUMA","0.6","",NA,"","",NA
"10/6/2011","tartop",2,"13.9","GUMA","9.2","",NA,"","",NA
"10/6/2011","tartop",2,"13.9","GUMA","0.4","",NA,"","",NA
"10/6/2011","tartop",2,"13.4","GUMA","0.3","",NA,"","",NA
"10/6/2011","tartop",2,"10.7","GUMA","0.5","",NA,"","",NA
"10/6/2011","tartop",2,"10.5","GUMA","1.4","",NA,"","",NA
"10/6/2011","tartop",2,"10","GUMA","1","",NA,"","",NA
"10/6/2011","tartop",2,"9.7","GUMA","0.3","",NA,"","",NA
"10/6/2011","tartop",2,"7.5","GUMA","10","",NA,"","",NA
"10/6/2011","tartop",2,"6.7","GUMA","0.8","",NA,"","",NA
"10/6/2011","tartop",2,"0.6","GUMA","9.5","",NA,"","",NA
"9/8/2011","sblas",2,"3.7","HELO","11","",NA,"","",1
"9/1/2011","tangison",1,"48.6","HITI","5.5","",NA,"","FLIN",3
"9/1/2011","tangison",1,"46.3","HITI","3","",NA,"","FLIN",3
"9/1/2011","tangison",1,"49.2","HITI","5.7","",NA,"","FLIN, Colubrina",3
"10/5/2011","aafb golf",2,"46.6","INBI","8.9","",NA,"","",2
"10/5/2011","aafb golf",2,"44","INBI","8.1","",NA,"","",2
"7/27/2011","anao s",1,"48.1","INBI","8.5","",NA,"","",1
"9/29/2011","hmu",2,"35.6","INBI","","",1,"","",7
"9/29/2011","hmu",2,"39.4","INBI","10","",NA,"","ASNI, Nephrolepis, Lanceolate fern",7
"9/29/2011","hmu",2,"44.6","INBI","9.8","",NA,"","",7
"9/29/2011","hmu",2,"42.8","INBI","0.2","",NA,"","",7
"9/29/2011","hmu",2,"42.3","INBI","0.2","",NA,"","",7
"9/29/2011","hmu",2,"41.7","INBI","0.2","",NA,"","",7
"9/29/2011","hmu",2,"40.8","INBI","0.1","",NA,"","",7
"9/8/2011","sblas",1,"34.6","INBI","10?","",NA,"","POSC, ASNI, FIPR",2
"9/8/2011","sblas",2,"11.5","INBI","7","",NA,"","",2
"9/29/2011","hmu",1,"17.2","Ipomea triloba","","",1,"","",4
"9/29/2011","hmu",2,"14.4","Ipomea triloba","","",1,"","",4
